"id","Antenna...Dish","Type","Applicant","Location","SBL.","Issued","Year","Valuation","Fee.Amount","Location2","lon","lat","Tract"
142,"21163","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","411 Carbon St & Mary St","009.-15-08.0","10/05/2015",2015,460,25,"411 Carbon St & Mary St , Syracuse, New York",-76.148205,43.06601,NA
143,"13332","Electric (Meter Set)","OCNY Realty Inc","1021 Park St","009.-16-27.0","11/12/2013",2013,200,25,"1021 Park St , Syracuse, New York",-76.14891,43.064582,NA
144,"25726","Electric (Meter Set)","DC Electric","1021 Park St","009.-16-27.0","10/27/2016",2016,200,25,"1021 Park St , Syracuse, New York",-76.14891,43.064582,NA
145,"10509","Electric (Meter Set)","Hue Nguyen","1001-09 Park St & Division St E","009.-16-30.0","04/02/2013",2013,780,52,"1001-09 Park St & Division St E , Syracuse, New York",-76.1481179,43.0645272,NA
146,"25542","Electric (Meter Set)","Fred Anderson","644 Division St E","009.-17-20.0","10/12/2016",2016,500,25,"644 Division St E , Syracuse, New York",-76.148521,43.0635,NA
147,"20668","Electric (Meter Set)","Michael Spillane","901-03 Park St & John St","009.-17-33.0","09/02/2015",2015,500,25,"901-03 Park St & John St , Syracuse, New York",-76.1472066,43.0641514,NA
148,"25166","Electric (Meter Set)","Patruno Electric Company","901-03 Park St & John St","009.-17-33.0","09/09/2016",2016,250,25,"901-03 Park St & John St , Syracuse, New York",-76.1472066,43.0641514,NA
149,"11397","Electric (Meter Set)","Joshua Oddo","123 John St","009.-17-52.0","06/25/2013",2013,100,25,"123 John St , Syracuse, New York",-76.148876,43.062409,NA
150,"16888","Electric (Meter Set)","Geswaldo & Desocio Inc","111 John St","009.-17-58.0","09/25/2014",2014,100,25,"111 John St , Syracuse, New York",-76.1492279,43.061933,NA
151,"15130","Electric (Meter Set)","Nolo Contendere LLC","1614 Lodi St & Division St E","009.-17-67.0","05/06/2014",2014,200,25,"1614 Lodi St & Division St E , Syracuse, New York",-76.1503283,43.0616977,NA
152,"25467","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","309 Carbon St","009.-18-08.0","09/27/2016",2016,225,25,"309 Carbon St , Syracuse, New York",-76.1471445,43.0653756,NA
153,"18116","Electric (Meter Set)","Michael Spillane","205 John St","009.-18-18.0","01/21/2015",2015,250,25,"205 John St , Syracuse, New York",-76.147225,43.064625,NA
154,"13243","Electric (Meter Set)","A&H ELECTRIC CORP LLC","810 Division St E & Spring St","009.-19-04.0","10/30/2013",2013,100,25,"810 Division St E & Spring St , Syracuse, New York",-76.146707,43.066382,NA
155,"13539","Electric (Meter Set)","ADT SECURITIES","300 Carbon St & John St","009.-19-09.0","12/02/2013",2013,59,25,"300 Carbon St & John St , Syracuse, New York",-76.146351,43.065262,NA
156,"13474","Electric (Meter Set)","Pierre Olesna","111 First North St To Grassma","009.-21-14.0","12/02/2013",2013,125,25,"111 First North St, Syracuse, New York",-76.144091,43.066987,NA
157,"22383","Electric (Meter Set)","Powell Electric","1211 Butternut St","009.-21-16.0","01/07/2016",2016,125,25,"1211 Butternut St , Syracuse, New York",-76.1436145,43.06691,NA
158,"17258","Electric (Meter Set)","Total Electric","111 Spring St","009.-22-13.0","10/23/2014",2014,50,25,"111 Spring St , Syracuse, New York",-76.1442129,43.065097,NA
159,"21746","Electric (Meter Set)","Patruno Electric Company","204 Carbon St","009.-22-24.1","11/10/2015",2015,210,25,"204 Carbon St , Syracuse, New York",-76.144079,43.064597,NA
160,"16449","Electric (Meter Set)","Myriad Construction John Jaworski","822 Park St","009.-23-39.0","08/19/2014",2014,200,25,"822 Park St , Syracuse, New York",-76.145991,43.064072,NA
161,"25468","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","925 Butternut St","009.-24-10.0","09/27/2016",2016,225,50,"925 Butternut St , Syracuse, New York",-76.1436218,43.0637779,NA
162,"13016","Electric (Meter Set)","Michael Spillane","917 Butternut St","009.-24-13.0","10/16/2013",2013,200,50,"917 Butternut St , Syracuse, New York",-76.143921,43.063592,NA
163,"21295","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","917 Butternut St","009.-24-13.0","10/16/2015",2015,200,25,"917 Butternut St , Syracuse, New York",-76.143921,43.063592,NA
164,"17067","Electric (Meter Set)","Michael Spillane","425 Alvord St S","009.-26-09.0","10/06/2014",2014,300,25,"425 Alvord St S , Syracuse, New York",-76.1465319,43.0620959,NA
165,"13581","Electric (Meter Set)","Common Prop LLC","121 Josephine St","009.-28-08.0","12/06/2013",2013,190,25,"121 Josephine St , Syracuse, New York",-76.147473,43.060848,NA
166,"20838","Electric (Meter Set)","Geswaldo & Desocio Inc","513 Ash St","009.-29-33.0","09/15/2015",2015,100,50,"513 Ash St , Syracuse, New York",-76.1484229,43.061428,NA
167,"17781","Electric (Meter Set)","Patruno Electric Company","1407 Butternut St","010.-03-19.1","12/05/2014",2014,180,25,"1407 Butternut St , Syracuse, New York",-76.143293,43.071399,NA
168,"23983","Electric (Meter Set)","DC Electric","117 Sweeting St","010.-14-24.0","06/03/2016",2016,100,25,"117 Sweeting St , Syracuse, New York",-76.140445,43.070866,NA
169,"24324","Electric (Meter Set)","Michael Spillane","108 Sweeting St","010.-15-07.0","06/29/2016",2016,300,25,"108 Sweeting St , Syracuse, New York",-76.140745,43.070223,NA
170,"20457","Electric (Meter Set)","Yonki Electric","216-18 Craig St","010.-20-02.0","08/20/2015",2015,100,25,"216-18 Craig St , Syracuse, New York",-76.146237,43.0699309,NA
171,"15793","Electric (Meter Set)","AAV Electrical Contracting","802 Pond St & First North St","010.-24-01.0","07/07/2014",2014,300,25,"802 Pond St & First North St , Syracuse, New York",-76.148951,43.069362,NA
172,"12773","Electric (Meter Set)","Athan Voudouris","131 Griffiths St & John St","010.-26-15.0","09/27/2013",2013,100,25,"131 Griffiths St & John St , Syracuse, New York",-76.144178,43.068526,NA
173,"24488","Electric (Meter Set)","Steve Cook Electric","131 Griffiths St & John St","010.-26-15.0","07/01/2016",2016,125,25,"131 Griffiths St & John St , Syracuse, New York",-76.144178,43.068526,NA
174,"21489","Electric (Meter Set)","DC Electric","615-17 John St","010.-26-16.0","10/30/2015",2015,200,25,"615-17 John St , Syracuse, New York",-76.144707,43.068276,NA
175,"10877","Electric (Meter Set)","Michael Spillane","1225 Butternut St","010.-27-09.1","04/23/2013",2013,125,25,"1225 Butternut St , Syracuse, New York",-76.143745,43.0678,NA
176,"11214","Electric (Meter Set)","Chander Bimal","1225 Butternut St","010.-27-09.1","05/29/2013",2013,200,25,"1225 Butternut St , Syracuse, New York",-76.143745,43.0678,NA
177,"20586","Electric (Meter Set)","SYRACUSE 3 PHASE ELECTRIC","119 Knaul St","010.-28-19.0","08/31/2015",2015,200,25,"119 Knaul St , Syracuse, New York",-76.142043,43.066691,NA
178,"23387","Electric (Meter Set)","Steve Cook Electric","1216 Butternut St","010.-28-33.0","04/18/2016",2016,150,25,"1216 Butternut St , Syracuse, New York",-76.1430702,43.0671775,NA
179,"25268","Electric (Meter Set)","Alfie's Electric","211 Knaul St & Hier Ave","010.-29-07.0","09/30/2016",2016,150,25,"211 Knaul St & Hier Ave , Syracuse, New York",-76.1407529,43.0665245,NA
180,"19107","Electric (Meter Set)","Fortino & Son Electric","183 Briggs St & Wadsworth St","011.-01-21.0","04/29/2015",2015,375,25,"183 Briggs St & Wadsworth St , Syracuse, New York",-76.1394089,43.077056,NA
181,"25702","Electric (Meter Set)","Total Electric","115 Mayar St","011.-07-16.0","10/20/2016",2016,100,25,"115 Mayar St , Syracuse, New York",-76.1374809,43.072822,NA
182,"24490","Electric (Meter Set)","FYM Logic Inc.","1506 Grant Blvd","011.-07-18.0","07/05/2016",2016,100,25,"1506 Grant Blvd , Syracuse, New York",-76.1375419,43.0725368,NA
183,"10389","Electric (Meter Set)","Geswaldo & Desocio Inc","112 Worden Ave","011.-09-17.11","03/19/2013",2013,100,25,"112 Worden Ave , Syracuse, New York",-76.139818,43.072708,NA
184,"15504","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","116-18 Darlington Rd","012.-10-17.0","06/06/2014",2014,175,25,"116-18 Darlington Rd , Syracuse, New York",-76.1357249,43.073018,NA
185,"18304","Electric (Meter Set)","Patruno Electric Company","109-15 Fordham Rd & Dorchester to Gra","013.-10-01.0","02/03/2015",2015,375,75,"109-15 Fordham Rd , Syracuse, New York",-76.124077,43.0713183,NA
186,"19573","Electric (Meter Set)","Patruno Electric Company","109-15 Fordham Rd & Dorchester to Gra","013.-10-01.0","06/02/2015",2015,300,50,"109-15 Fordham Rd , Syracuse, New York",-76.124077,43.0713183,NA
187,"20635","Electric (Meter Set)","Patruno Electric Company","109-15 Fordham Rd & Dorchester to Gra","013.-10-01.0","08/24/2015",2015,190,25,"109-15 Fordham Rd , Syracuse, New York",-76.124077,43.0713183,NA
188,"15834","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","101 Fordham Rd & Teall Ave","013.-10-02.0","07/09/2014",2014,528,25,"101 Fordham Rd & Teall Ave , Syracuse, New York",-76.1230942,43.071354,NA
189,"20304","Electric (Meter Set)","Richard Kelley Electric","208 Rugby Rd","013.-11-12.0","07/31/2015",2015,200,25,"208 Rugby Rd , Syracuse, New York",-76.123912,43.068112,NA
190,"11221","Electric (Meter Set)","Rick Kelly","429 Brattle Rd","013.-16-17.0","05/31/2013",2013,500,25,"429 Brattle Rd , Syracuse, New York",-76.128922,43.069296,NA
191,"13451","Electric (Meter Set)","Rick Kelly","628 Sedgwick Dr","013.-18-16.0","11/26/2013",2013,150,25,"628 Sedgwick Dr , Syracuse, New York",-76.1328373,43.0708374,NA
192,"15723","Electric (Meter Set)","Fortino & Son Electric","1326 Oak St","013.-20-22.0","06/23/2014",2014,280,25,"1326 Oak St , Syracuse, New York",-76.136187,43.070109,NA
193,"25454","Electric (Meter Set)","Fred Sakran Jr.","501 Helen St & Elsner St","013.-21-06.0","09/29/2016",2016,250,25,"501 Helen St & Elsner St , Syracuse, New York",-76.1353277,43.0685233,NA
194,"21931","Electric (Meter Set)","SYRACUSE 3 PHASE ELECTRIC","306 Brattle Rd & Kline St","013.-28-10.0","11/24/2015",2015,200,25,"306 Brattle Rd & Kline St , Syracuse, New York",-76.128486,43.068307,NA
195,"22384","Electric (Meter Set)","Patruno Electric Company","212 Helen St","014.-03-17.0","01/07/2016",2016,500,25,"212 Helen St , Syracuse, New York",-76.134752,43.065195,NA
196,"22632","Electric (Meter Set)","Patricia Electric Inc","412 Sedgwick Dr","014.-06-15.0","12/23/2015",2015,200,25,"412 Sedgwick Dr , Syracuse, New York",-76.1324669,43.0669971,NA
197,"15836","Electric (Meter Set)","Summit Electric & Communication","216 Brattle Rd","014.-09-44.0","07/09/2014",2014,400,25,"216 Brattle Rd , Syracuse, New York",-76.12801,43.064032,NA
198,"12457","Electric (Meter Set)","Bruce Electric Inc","150 Hampton Rd","014.-12-27.0","08/27/2013",2013,1400,52,"150 Hampton Rd , Syracuse, New York",-76.123482,43.066503,NA
199,"21500","Electric (Meter Set)","FRED SAKRAN","1104 Butternut St","015.-01-44.0","11/03/2015",2015,150,25,"1104 Butternut St , Syracuse, New York",-76.142835,43.065327,NA
200,"18968","Electric (Meter Set)","FYM Logic Inc","1122 Butternut St & Knaul St","015.-01-53.0","04/27/2015",2015,50,25,"1122 Butternut St & Knaul St , Syracuse, New York",-76.1433386,43.0664046,NA
201,"25579","Electric (Meter Set)","Fortino & Son Electric","910 Highland St","015.-02-25.0","09/30/2016",2016,50,25,"910 Highland St , Syracuse, New York",-76.141282,43.064701,NA
202,"12797","Electric (Meter Set)","AAV ELECTRICAL CONTRACTING","211 Grumbach Ave","015.-03-17.0","09/25/2013",2013,475,25,"211 Grumbach Ave , Syracuse, New York",-76.1398531,43.064726,NA
203,"22875","Electric (Meter Set)","DC Electric","234 Grumbach Ave","015.-04-29.0","03/03/2016",2016,100,25,"234 Grumbach Ave , Syracuse, New York",-76.139481,43.065924,NA
204,"19370","Electric (Meter Set)","Steve Cook Electric","110 Carbon St S","015.-10-03.0","05/28/2015",2015,125,25,"110 Carbon St S , Syracuse, New York",-76.1434252,43.0640874,NA
205,"18735","Electric (Meter Set)","Michael Spillane","124 Schneider St","015.-11-33.0","04/06/2015",2015,300,25,"124 Schneider St , Syracuse, New York",-76.14359,43.062194,NA
206,"21807","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","331 Park St","015.-12-14.0","11/10/2015",2015,225,25,"331 Park St , Syracuse, New York",-76.138556,43.062858,NA
207,"24908","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","713 Oak St & Park St","015.-12-25.0","08/17/2016",2016,1500,50,"713 Oak St & Park St , Syracuse, New York",-76.13608,43.0632441,NA
208,"18330","Electric (Meter Set)","A & H Electric","700 Highland St & Jasper St","015.-12-55.0","02/04/2015",2015,100,25,"700 Highland St & Jasper St , Syracuse, New York",-76.141412,43.06211,NA
209,"20901","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","710 Catherine St To Lodi St","016.-01-06.0","09/11/2015",2015,500,25,"710 Catherine St, Syracuse, New York",-76.1462443,43.0592584,NA
210,"16868","Electric (Meter Set)","Palmer Electric","127 Schneider St","016.-03-06.0","09/17/2014",2014,200,25,"127 Schneider St , Syracuse, New York",-76.144037,43.062048,NA
211,"18647","Electric (Meter Set)","L & S Electric","109 Schneider St","016.-03-15.0","03/25/2015",2015,300,25,"109 Schneider St , Syracuse, New York",-76.143023,43.061531,NA
212,"21291","Electric (Meter Set)","Geswaldo & Desocio Inc","109 Schneider St","016.-03-15.0","10/16/2015",2015,100,25,"109 Schneider St , Syracuse, New York",-76.143023,43.061531,NA
213,"25125","Electric (Meter Set)","Geswaldo & Desocio Inc.","109 Schneider St","016.-03-15.0","09/02/2016",2016,125,25,"109 Schneider St , Syracuse, New York",-76.143023,43.061531,NA
214,"20665","Electric (Meter Set)","Gerrit Nhan Tran","311 Seward St & Schneider St","016.-03-18.0","09/01/2015",2015,150,25,"311 Seward St & Schneider St , Syracuse, New York",-76.142347,43.061494,NA
215,"15124","Electric (Meter Set)","FYM Logic Inc","1210 Lodi St","016.-04-46.0","05/09/2014",2014,100,25,"1210 Lodi St , Syracuse, New York",-76.144807,43.059049,NA
216,"23368","Electric (Meter Set)","FYM Logic Inc.","1210 Lodi St","016.-04-46.0","04/13/2016",2016,100,25,"1210 Lodi St , Syracuse, New York",-76.144807,43.059049,NA
217,"17113","Electric (Meter Set)","Geswaldo & Desocio Inc","628 Catherine St","016.-05-39.0","10/14/2014",2014,100,25,"628 Catherine St , Syracuse, New York",-76.144938,43.0578969,NA
218,"10294","Electric (Meter Set)","Stephen Cook","636 Catherine St","016.-05-42.0","02/28/2013",2013,125,25,"636 Catherine St , Syracuse, New York",-76.145324,43.05831,NA
219,"20663","Electric (Meter Set)","Willie Moore","642 Catherine St","016.-05-45.0","09/01/2015",2015,150,25,"642 Catherine St , Syracuse, New York",-76.1456315,43.0585421,NA
220,"20664","Electric (Meter Set)","Nationstar Mrtg LLC","644 Catherine St & Laurel St","016.-05-46.0","09/01/2015",2015,150,25,"644 Catherine St & Laurel St , Syracuse, New York",-76.146019,43.05863,NA
221,"21793","Electric (Meter Set)","L & S Electric","111 Rosewood St","016.-06-09.0","11/19/2015",2015,150,25,"111 Rosewood St , Syracuse, New York",-76.143321,43.059101,NA
222,"18117","Electric (Meter Set)","Michael Spillane","511 Highland St","016.-08-04.0","01/21/2015",2015,350,25,"511 Highland St , Syracuse, New York",-76.141664,43.061023,NA
223,"15614","Electric (Meter Set)","Patruno Electric Company","104 Alvord St S","016.-08-09.0","06/25/2014",2014,520,25,"104 Alvord St S , Syracuse, New York",-76.1418065,43.0606111,NA
224,"11609","Electric (Meter Set)","DC Electric","215 Graves St","016.-10-34.0","11/21/2014",2014,200,50,"215 Graves St , Syracuse, New York",-76.140152,43.061574,NA
225,"22644","Electric (Meter Set)","L & S Electric","213 Graves St","016.-10-35.0","02/05/2016",2016,250,25,"213 Graves St , Syracuse, New York",-76.140399,43.061562,NA
226,"21505","Electric (Meter Set)","JAS Electric Inc.  dba Stagnitta Electric","217 Beecher St To Graves St","016.-11-06.0","11/05/2015",2015,225,25,"217 Beecher St, Syracuse, New York",-76.1402543,43.0611168,NA
227,"22816","Electric (Meter Set)","A & H Electric","211 Beecher St","016.-11-09.0","02/12/2016",2016,50,25,"211 Beecher St , Syracuse, New York",-76.1406389,43.060956,NA
228,"20984","Electric (Meter Set)","Geswaldo & Desocio Inc","205 Beecher St","016.-11-11.0","09/29/2015",2015,100,25,"205 Beecher St , Syracuse, New York",-76.140955,43.060787,NA
229,"20672","Electric (Meter Set)","FYM Logic Inc","500 Highland St & Beecher St","016.-11-12.0","09/03/2015",2015,50,25,"500 Highland St & Beecher St , Syracuse, New York",-76.1413067,43.0604125,NA
230,"23297","Electric (Meter Set)","Total Electric","114 Beecher St","016.-14-03.0","04/04/2016",2016,100,25,"114 Beecher St , Syracuse, New York",-76.142191,43.059607,NA
231,"12377","Electric (Meter Set)","David Abdul-Sabur","405 Graves St","016.-17-24.0","08/23/2013",2013,200,25,"405 Graves St , Syracuse, New York",-76.138322,43.0605819,NA
232,"06950","Antenna / Dish","989 James Street Llc","989 James St","016.-18-18.0","06/20/2012",2012,7000,170,"989 James St , Syracuse, New York",-76.135831,43.059426,NA
233,"07183","Antenna / Dish","989 James Street Llc","989 James St","016.-18-18.0","06/28/2012",2012,19500,365,"989 James St , Syracuse, New York",-76.135831,43.059426,NA
234,"13126","Antenna / Dish","989 James Street Llc","989 James St","016.-18-18.0","10/30/2013",2013,30000,515,"989 James St , Syracuse, New York",-76.135831,43.059426,NA
235,"15045","Antenna / Dish","989 James Street Llc","989 James St","016.-18-18.0","05/14/2014",2014,5000,140,"989 James St , Syracuse, New York",-76.135831,43.059426,NA
236,"21865","Antenna / Dish","989 James Street Llc","989 James St","016.-18-18.0","01/15/2016",2016,20000,365,"989 James St , Syracuse, New York",-76.135831,43.059426,NA
237,"25437","Antenna / Dish","989 James Street Llc","989 James St","016.-18-18.0","10/27/2016",2016,15000,290,"989 James St , Syracuse, New York",-76.135831,43.059426,NA
238,"20003","Electric (Meter Set)","Francesco Savinelli","722 Hickory St","016.-21-03.0","07/16/2015",2015,100,25,"722 Hickory St , Syracuse, New York",-76.143028,43.057072,NA
239,"13775","Electric (Meter Set)","Palazzo Case LLC","417-19 Salina St N To Salt St","017.-02-12.0","01/07/2014",2014,200,25,"417-19 Salina St N, Syracuse, New York",-76.154758,43.061943,NA
240,"25124","Electric (Meter Set)","FYM Logic Inc.","705 Catherine St","017.-06-08.0","08/26/2016",2016,100,25,"705 Catherine St , Syracuse, New York",-76.146556,43.058787,NA
241,"20835","Electric (Meter Set)","Michael Spillane","509 Hickory St","017.-09-16.0","09/14/2015",2015,300,25,"509 Hickory St , Syracuse, New York",-76.1468019,43.055734,NA
242,"16488","Electric (Meter Set)","Geswaldo & Desocio Inc","511-13 State St N","017.-12-06.0","08/25/2014",2014,100,25,"511-13 State St N , Syracuse, New York",-76.151241,43.055515,NA
243,"09979","Electric (Meter Set)","Allied Electric CO","507 State St N","017.-12-08.0","01/23/2013",2013,75,25,"507 State St N , Syracuse, New York",-76.151089,43.055338,NA
